airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-05-17T13:10,0,2026-05-17T16:30,Bucharest Henri Coandă International Airport,Romania,economy,410,16,2h 20m,FRA,OTP,2026-05-01T21:49:24+0300,afternoon,afternoon,sunday,sunday
Lufthansa,LH1418,Frankfurt Airport,Germany,2026-05-17T09:50,0,2026-05-17T13:10,Bucharest Henri Coandă International Airport,Romania,economy,496,16,2h 20m,FRA,OTP,2026-05-01T21:49:24+0300,morning,afternoon,sunday,sunday
LOT,LO380 / LO645,Frankfurt Airport,Germany,2026-05-30T19:40,1,2026-05-31T17:45,Bucharest Henri Coandă International Airport,Romania,economy,184,29,3h 40m,FRA,OTP,2026-05-01T21:51:21+0300,evening,evening,saturday,sunday
Air Serbia,JU353 / JU102,Frankfurt Airport,Germany,2026-05-30T20:20,1,2026-05-31T15:35,Bucharest Henri Coandă International Airport,Romania,economy,188,29,3h 25m,FRA,OTP,2026-05-01T21:51:21+0300,evening,afternoon,saturday,sunday
Lufthansa,LH98 / LH1654,Frankfurt Airport,Germany,2026-05-30T09:15,1,2026-05-31T01:10,Bucharest Henri Coandă International Airport,Romania,economy,229,29,2h 55m,FRA,OTP,2026-05-01T21:51:21+0300,morning,night,saturday,sunday
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-30T10:35,1,2026-05-30T17:45,Bucharest Henri Coandă International Airport,Romania,economy,248,29,3h 45m,FRA,OTP,2026-05-01T21:51:21+0300,morning,evening,saturday,saturday
SWISS,LX1075 / LX1886,Frankfurt Airport,Germany,2026-05-30T18:55,1,2026-05-31T01:10,Bucharest Henri Coandă International Airport,Romania,economy,263,29,3h 25m,FRA,OTP,2026-05-01T21:51:21+0300,evening,night,saturday,sunday
Lufthansa,LH124 / LH1654,Frankfurt Airport,Germany,2026-05-30T20:15,1,2026-05-31T01:10,Bucharest Henri Coandă International Airport,Romania,economy,266,29,2h 55m,FRA,OTP,2026-05-01T21:51:21+0300,evening,night,saturday,sunday
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-30T20:20,0,2026-05-30T23:40,Bucharest Henri Coandă International Airport,Romania,economy,586,29,2h 20m,FRA,OTP,2026-05-01T21:51:21+0300,evening,night,saturday,saturday
LOT,LO434 / LO639,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17T15:35,1,2026-06-17T23:15,Bucharest Henri Coandă International Airport,Romania,economy,161,47,5h 20m,MAD,OTP,2026-05-01T21:52:31+0300,afternoon,night,wednesday,wednesday
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17T06:00,1,2026-06-17T13:00,Bucharest Henri Coandă International Airport,Romania,economy,178,47,5h 00m,MAD,OTP,2026-05-01T21:52:31+0300,morning,afternoon,wednesday,wednesday
Iberia,IB639,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17T07:10,0,2026-06-17T12:00,Bucharest Henri Coandă International Airport,Romania,economy,218,47,3h 50m,MAD,OTP,2026-05-01T21:52:31+0300,morning,afternoon,wednesday,wednesday
TAROM,RO416,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17T12:30,0,2026-06-17T17:20,Bucharest Henri Coandă International Airport,Romania,economy,227,47,3h 50m,MAD,OTP,2026-05-01T21:52:31+0300,afternoon,evening,wednesday,wednesday
Air Serbia,JU107 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-06-12T04:30,1,2026-06-12T15:30,Sofia International Airport,Bulgaria,economy,146,42,2h 45m,OTP,SOF,2026-05-01T21:53:20+0300,night,afternoon,friday,friday
LOT,LO644 / LO631,Bucharest Henri Coandă International Airport,Romania,2026-06-12T05:35,1,2026-06-12T13:50,Sofia International Airport,Bulgaria,economy,149,42,3h 50m,OTP,SOF,2026-05-01T21:53:20+0300,morning,afternoon,friday,friday
Aegean,A3963 / A3980,Bucharest Henri Coandă International Airport,Romania,2026-06-12T20:35,1,2026-06-13T10:05,Sofia International Airport,Bulgaria,economy,193,42,2h 50m,OTP,SOF,2026-05-01T21:53:20+0300,evening,morning,friday,saturday
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-06-12T06:35,1,2026-06-12T11:40,Sofia International Airport,Bulgaria,economy,217,42,3h 10m,OTP,SOF,2026-05-01T21:53:20+0300,morning,morning,friday,friday
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-06-12T18:55,1,2026-06-12T23:55,Sofia International Airport,Bulgaria,economy,252,42,3h 10m,OTP,SOF,2026-05-01T21:53:20+0300,evening,night,friday,friday
Turkish Airlines,TK1044 / TK1031,Bucharest Henri Coandă International Airport,Romania,2026-06-12T09:30,1,2026-06-12T15:00,Sofia International Airport,Bulgaria,economy,257,42,2h 50m,OTP,SOF,2026-05-01T21:53:20+0300,morning,afternoon,friday,friday
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-20T10:35,1,2026-05-20T17:45,Bucharest Henri Coandă International Airport,Romania,economy,171,19,3h 45m,FRA,OTP,2026-05-01T21:55:27+0300,morning,evening,wednesday,wednesday
AJet,VF524 / VF595,Frankfurt Airport,Germany,2026-05-20T17:45,1,2026-05-21T19:05,Bucharest Henri Coandă International Airport,Romania,economy,203,19,4h 50m,FRA,OTP,2026-05-01T21:55:27+0300,evening,evening,wednesday,thursday
LOT,LO378 / LO639,Frankfurt Airport,Germany,2026-05-20T17:30,1,2026-05-20T23:15,Bucharest Henri Coandă International Airport,Romania,economy,218,19,3h 40m,FRA,OTP,2026-05-01T21:55:27+0300,evening,night,wednesday,wednesday
Air France,AF1019 / AF1088,Frankfurt Airport,Germany,2026-05-20T07:05,1,2026-05-20T23:25,Bucharest Henri Coandă International Airport,Romania,economy,222,19,4h 20m,FRA,OTP,2026-05-01T21:55:27+0300,morning,night,wednesday,wednesday
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-20T20:10,0,2026-05-20T23:30,Bucharest Henri Coandă International Airport,Romania,economy,328,19,2h 20m,FRA,OTP,2026-05-01T21:55:27+0300,evening,night,wednesday,wednesday
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-05-20T13:40,1,2026-05-20T18:05,Bucharest Henri Coandă International Airport,Romania,economy,367,19,3h 00m,FRA,OTP,2026-05-01T21:55:27+0300,afternoon,evening,wednesday,wednesday
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-05-20T13:00,0,2026-05-20T16:20,Bucharest Henri Coandă International Airport,Romania,economy,395,19,2h 20m,FRA,OTP,2026-05-01T21:55:27+0300,afternoon,afternoon,wednesday,wednesday
SWISS,LX1737 / LX1886,Leonardo da Vinci International Airport,Italy,2026-06-13T15:05,1,2026-06-14T01:10,Bucharest Henri Coandă International Airport,Romania,economy,246,43,4h 05m,FCO,OTP,2026-05-01T21:55:33+0300,afternoon,night,saturday,sunday
Aegean,A3651 / A3962,Leonardo da Vinci International Airport,Italy,2026-06-13T09:30,1,2026-06-13T19:45,Bucharest Henri Coandă International Airport,Romania,economy,257,43,3h 35m,FCO,OTP,2026-05-01T21:55:33+0300,morning,evening,saturday,saturday
LOT,LO304 / LO643,Leonardo da Vinci International Airport,Italy,2026-06-13T19:05,1,2026-06-14T01:50,Bucharest Henri Coandă International Airport,Romania,economy,269,43,4h 15m,FCO,OTP,2026-05-01T21:55:33+0300,evening,night,saturday,sunday
KLM,KL1602 / KL1375,Leonardo da Vinci International Airport,Italy,2026-06-13T10:35,1,2026-06-13T17:40,Bucharest Henri Coandă International Airport,Romania,economy,336,43,5h 15m,FCO,OTP,2026-05-01T21:55:33+0300,morning,evening,saturday,saturday
Air France,AF1089 / AF1180,Bucharest Henri Coandă International Airport,Romania,2026-06-09T06:00,1,2026-06-09T18:35,Heathrow Airport,United Kingdom,economy,139,39,4h 40m,OTP,LHR,2026-05-01T21:55:34+0300,morning,evening,tuesday,tuesday
Air Serbia,JU103 / JU210,Bucharest Henri Coandă International Airport,Romania,2026-06-09T16:05,1,2026-06-10T12:30,Heathrow Airport,United Kingdom,economy,144,39,4h 20m,OTP,LHR,2026-05-01T21:55:34+0300,afternoon,afternoon,tuesday,wednesday
Eurowings,EW9793 / EW9460,Bucharest Henri Coandă International Airport,Romania,2026-06-09T10:30,1,2026-06-09T14:05,Heathrow Airport,United Kingdom,economy,182,39,4h 05m,OTP,LHR,2026-05-01T21:55:34+0300,morning,afternoon,tuesday,tuesday
Lufthansa,LH1653 / LH2484,Bucharest Henri Coandă International Airport,Romania,2026-06-09T19:20,1,2026-06-09T22:40,Heathrow Airport,United Kingdom,economy,187,39,4h 15m,OTP,LHR,2026-05-01T21:55:34+0300,evening,night,tuesday,tuesday
SWISS,LX1889 / LX338,Bucharest Henri Coandă International Airport,Romania,2026-06-09T16:10,1,2026-06-09T19:20,Heathrow Airport,United Kingdom,economy,192,39,4h 20m,OTP,LHR,2026-05-01T21:55:34+0300,afternoon,evening,tuesday,tuesday
Austrian,OS698 / OS339,Bucharest Henri Coandă International Airport,Romania,2026-06-09T18:55,1,2026-06-09T21:40,Heathrow Airport,United Kingdom,economy,192,39,4h 00m,OTP,LHR,2026-05-01T21:55:34+0300,evening,night,tuesday,tuesday
British Airways,BA879,Bucharest Henri Coandă International Airport,Romania,2026-06-09T08:15,0,2026-06-09T10:00,Heathrow Airport,United Kingdom,economy,196,39,3h 45m,OTP,LHR,2026-05-01T21:55:34+0300,morning,morning,tuesday,tuesday
Air Serbia,JU405 / JU102,Leonardo da Vinci International Airport,Italy,2026-06-29T21:00,1,2026-06-30T15:20,Bucharest Henri Coandă International Airport,Romania,economy,129,59,2h 45m,FCO,OTP,2026-05-01T21:56:27+0300,night,afternoon,monday,tuesday
Aegean,A3651 / A3962,Leonardo da Vinci International Airport,Italy,2026-06-29T09:30,1,2026-06-29T19:45,Bucharest Henri Coandă International Airport,Romania,economy,257,59,3h 35m,FCO,OTP,2026-05-01T21:56:27+0300,morning,evening,monday,monday
LOT,LO304 / LO643,Leonardo da Vinci International Airport,Italy,2026-06-29T19:05,1,2026-06-30T01:50,Bucharest Henri Coandă International Airport,Romania,economy,269,59,4h 15m,FCO,OTP,2026-05-01T21:56:27+0300,evening,night,monday,tuesday
Air Serbia,JU117 / JU102,Sofia International Airport,Bulgaria,2026-05-07T05:00,1,2026-05-07T15:20,Bucharest Henri Coandă International Airport,Romania,economy,144,6,2h 30m,SOF,OTP,2026-05-01T21:56:54+0300,morning,afternoon,thursday,thursday
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-05-07T12:25,1,2026-05-07T18:05,Bucharest Henri Coandă International Airport,Romania,economy,199,6,3h 10m,SOF,OTP,2026-05-01T21:56:54+0300,afternoon,evening,thursday,thursday
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-05-07T09:35,1,2026-05-07T14:35,Bucharest Henri Coandă International Airport,Romania,economy,225,6,2h 45m,SOF,OTP,2026-05-01T21:56:54+0300,morning,afternoon,thursday,thursday
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-05-07T05:25,1,2026-05-07T13:50,Bucharest Henri Coandă International Airport,Romania,economy,390,6,3h 50m,SOF,OTP,2026-05-01T21:56:54+0300,morning,afternoon,thursday,thursday
Norwegian,DY1873 / DY1560,Leonardo da Vinci International Airport,Italy,2026-05-09T20:40,1,2026-05-10T11:40,Bucharest Henri Coandă International Airport,Romania,economy,172,8,6h 10m,FCO,OTP,2026-05-01T21:57:41+0300,evening,morning,saturday,sunday
LOT,LO302 / LO639,Leonardo da Vinci International Airport,Italy,2026-05-09T10:45,1,2026-05-09T23:15,Bucharest Henri Coandă International Airport,Romania,economy,196,8,4h 25m,FCO,OTP,2026-05-01T21:57:41+0300,morning,night,saturday,saturday
Lufthansa,LH1869 / LH1654,Leonardo da Vinci International Airport,Italy,2026-05-09T15:55,1,2026-05-10T01:10,Bucharest Henri Coandă International Airport,Romania,economy,240,8,3h 35m,FCO,OTP,2026-05-01T21:57:41+0300,afternoon,night,saturday,sunday
Eurowings,EW2883 / EW2490,Leonardo da Vinci International Airport,Italy,2026-05-09T09:10,1,2026-05-09T18:35,Bucharest Henri Coandă International Airport,Romania,economy,300,8,3h 55m,FCO,OTP,2026-05-01T21:57:41+0300,morning,evening,saturday,saturday
Air Serbia,JU113 / JU106,Sofia International Airport,Bulgaria,2026-05-27T16:00,1,2026-05-28T03:05,Bucharest Henri Coandă International Airport,Romania,economy,107,26,2h 45m,SOF,OTP,2026-05-01T21:57:52+0300,afternoon,night,wednesday,thursday
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-05-27T05:25,1,2026-05-27T13:50,Bucharest Henri Coandă International Airport,Romania,economy,145,26,3h 50m,SOF,OTP,2026-05-01T21:57:52+0300,morning,afternoon,wednesday,wednesday
Austrian,OS776 / OS691,Sofia International Airport,Bulgaria,2026-05-27T18:55,1,2026-05-28T09:05,Bucharest Henri Coandă International Airport,Romania,economy,171,26,3h 10m,SOF,OTP,2026-05-01T21:57:52+0300,evening,morning,wednesday,thursday
Aegean,A3981 / A3962,Sofia International Airport,Bulgaria,2026-05-27T10:55,1,2026-05-27T19:45,Bucharest Henri Coandă International Airport,Romania,economy,182,26,2h 50m,SOF,OTP,2026-05-01T21:57:52+0300,morning,evening,wednesday,wednesday
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-05-27T12:25,1,2026-05-27T18:05,Bucharest Henri Coandă International Airport,Romania,economy,199,26,3h 10m,SOF,OTP,2026-05-01T21:57:52+0300,afternoon,evening,wednesday,wednesday
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-05-27T09:35,1,2026-05-27T14:35,Bucharest Henri Coandă International Airport,Romania,economy,225,26,2h 45m,SOF,OTP,2026-05-01T21:57:52+0300,morning,afternoon,wednesday,wednesday
Austrian,OS780 / OS695,Sofia International Airport,Bulgaria,2026-05-27T08:00,1,2026-05-27T15:10,Bucharest Henri Coandă International Airport,Romania,economy,225,26,3h 10m,SOF,OTP,2026-05-01T21:57:52+0300,morning,afternoon,wednesday,wednesday
Austrian,OS780 / OS693,Sofia International Airport,Bulgaria,2026-05-27T08:00,1,2026-05-27T12:25,Bucharest Henri Coandă International Airport,Romania,economy,268,26,3h 10m,SOF,OTP,2026-05-01T21:57:52+0300,morning,afternoon,wednesday,wednesday
Air Serbia,JU537 / JU106,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-27T04:30,1,2026-05-28T03:05,Bucharest Henri Coandă International Airport,Romania,economy,95,26,3h 05m,ATH,OTP,2026-05-01T21:58:07+0300,night,night,wednesday,thursday
Air Serbia,JU537 / JU102,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-27T04:30,1,2026-05-27T15:35,Bucharest Henri Coandă International Airport,Romania,economy,171,26,3h 05m,ATH,OTP,2026-05-01T21:58:07+0300,night,afternoon,wednesday,wednesday
Lufthansa,LH1751 / LH1652,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-27T12:45,1,2026-05-27T18:35,Bucharest Henri Coandă International Airport,Romania,economy,269,26,4h 45m,ATH,OTP,2026-05-01T21:58:07+0300,afternoon,evening,wednesday,wednesday
SWISS,LX1843 / LX1888,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-27T06:55,1,2026-05-27T15:20,Bucharest Henri Coandă International Airport,Romania,economy,269,26,5h 10m,ATH,OTP,2026-05-01T21:58:07+0300,morning,afternoon,wednesday,wednesday
Turkish Airlines,TK1842 / TK1043,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-27T03:55,1,2026-05-27T08:10,Bucharest Henri Coandă International Airport,Romania,economy,401,26,2h 45m,ATH,OTP,2026-05-01T21:58:07+0300,night,morning,wednesday,wednesday
LOT,LO634 / LO641,Sofia International Airport,Bulgaria,2026-05-31T18:45,1,2026-06-01T13:50,Bucharest Henri Coandă International Airport,Romania,economy,187,30,3h 45m,SOF,OTP,2026-05-01T21:58:13+0300,evening,afternoon,sunday,monday
Austrian,OS780 / OS695,Sofia International Airport,Bulgaria,2026-05-31T08:00,1,2026-05-31T15:10,Bucharest Henri Coandă International Airport,Romania,economy,239,30,3h 10m,SOF,OTP,2026-05-01T21:58:13+0300,morning,afternoon,sunday,sunday
Lufthansa,LH1703 / LH1652,Sofia International Airport,Bulgaria,2026-05-31T12:55,1,2026-05-31T18:35,Bucharest Henri Coandă International Airport,Romania,economy,472,30,4h 00m,SOF,OTP,2026-05-01T21:58:13+0300,afternoon,evening,sunday,sunday
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-05-31T09:35,1,2026-05-31T14:35,Bucharest Henri Coandă International Airport,Romania,economy,507,30,2h 45m,SOF,OTP,2026-05-01T21:58:13+0300,morning,afternoon,sunday,sunday
Aegean,A3963 / A3600,Bucharest Henri Coandă International Airport,Romania,2026-05-25T20:35,1,2026-05-26T11:15,Heathrow Airport,United Kingdom,economy,148,24,5h 35m,OTP,LHR,2026-05-01T21:59:03+0300,evening,morning,monday,tuesday
SWISS,LX1887 / LX332,Bucharest Henri Coandă International Airport,Romania,2026-05-25T06:20,1,2026-05-25T13:00,Heathrow Airport,United Kingdom,economy,219,24,4h 30m,OTP,LHR,2026-05-01T21:59:03+0300,morning,afternoon,monday,monday
KLM,KL1372 / KL1005,Bucharest Henri Coandă International Airport,Romania,2026-05-25T07:05,1,2026-05-25T10:45,Heathrow Airport,United Kingdom,economy,224,24,4h 20m,OTP,LHR,2026-05-01T21:59:03+0300,morning,morning,monday,monday
KLM,KL1374 / KL1015,Bucharest Henri Coandă International Airport,Romania,2026-05-25T14:00,1,2026-05-25T19:25,Heathrow Airport,United Kingdom,economy,258,24,4h 15m,OTP,LHR,2026-05-01T21:59:03+0300,afternoon,evening,monday,monday
Austrian,OS698 / OS339,Bucharest Henri Coandă International Airport,Romania,2026-05-25T18:55,1,2026-05-25T21:40,Heathrow Airport,United Kingdom,economy,307,24,4h 00m,OTP,LHR,2026-05-01T21:59:03+0300,evening,night,monday,monday
SWISS,LX1889 / LX338,Bucharest Henri Coandă International Airport,Romania,2026-05-25T16:10,1,2026-05-25T19:20,Heathrow Airport,United Kingdom,economy,362,24,4h 20m,OTP,LHR,2026-05-01T21:59:03+0300,afternoon,evening,monday,monday
Lufthansa,LH1651 / LH2478,Bucharest Henri Coandă International Airport,Romania,2026-06-24T12:45,1,2026-06-24T17:05,Heathrow Airport,United Kingdom,economy,187,54,4h 15m,OTP,LHR,2026-05-01T21:59:10+0300,afternoon,evening,wednesday,wednesday
LOT,LO646 / LO285,Bucharest Henri Coandă International Airport,Romania,2026-06-24T18:30,1,2026-06-24T22:00,Heathrow Airport,United Kingdom,economy,203,54,4h 30m,OTP,LHR,2026-05-01T21:59:10+0300,evening,night,wednesday,wednesday
British Airways,BA879,Bucharest Henri Coandă International Airport,Romania,2026-06-24T08:15,0,2026-06-24T10:00,Heathrow Airport,United Kingdom,economy,219,54,3h 45m,OTP,LHR,2026-05-01T21:59:10+0300,morning,morning,wednesday,wednesday
SWISS,LX1889 / LX338,Bucharest Henri Coandă International Airport,Romania,2026-06-24T16:10,1,2026-06-24T19:20,Heathrow Airport,United Kingdom,economy,302,54,4h 20m,OTP,LHR,2026-05-01T21:59:10+0300,afternoon,evening,wednesday,wednesday
Air Serbia,JU103 / JU170,Bucharest Henri Coandă International Airport,Romania,2026-05-22T16:05,1,2026-05-23T08:05,Václav Havel Airport Prague,Czech Republic,economy,152,21,2h 50m,OTP,PRG,2026-05-01T21:59:12+0300,afternoon,morning,friday,saturday
Austrian,OS694 / OS645,Bucharest Henri Coandă International Airport,Romania,2026-05-22T13:15,1,2026-05-22T16:10,Václav Havel Airport Prague,Czech Republic,economy,178,21,2h 30m,OTP,PRG,2026-05-01T21:59:12+0300,afternoon,afternoon,friday,friday
Austrian,OS698 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-05-22T18:55,1,2026-05-22T21:50,Václav Havel Airport Prague,Czech Republic,economy,178,21,2h 30m,OTP,PRG,2026-05-01T21:59:12+0300,evening,night,friday,friday
LOT,LO644 / LO523,Bucharest Henri Coandă International Airport,Romania,2026-05-22T05:35,1,2026-05-22T09:15,Václav Havel Airport Prague,Czech Republic,economy,244,21,3h 00m,OTP,PRG,2026-05-01T21:59:12+0300,morning,morning,friday,friday
LOT,LO646 / LO529,Bucharest Henri Coandă International Airport,Romania,2026-05-22T18:30,1,2026-05-22T21:40,Václav Havel Airport Prague,Czech Republic,economy,244,21,3h 05m,OTP,PRG,2026-05-01T21:59:12+0300,evening,night,friday,friday
Air Serbia,JU107 / JU580,Bucharest Henri Coandă International Airport,Romania,2026-06-15T04:30,1,2026-06-15T09:10,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,203,45,4h 10m,OTP,BCN,2026-05-01T21:59:17+0300,night,morning,monday,monday
Austrian,OS694 / OS405,Bucharest Henri Coandă International Airport,Romania,2026-06-15T13:15,1,2026-06-15T19:50,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,218,45,4h 00m,OTP,BCN,2026-05-01T21:59:17+0300,afternoon,evening,monday,monday
Lufthansa,LH1651 / LH1816,Bucharest Henri Coandă International Airport,Romania,2026-06-15T12:45,1,2026-06-15T17:55,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,244,45,4h 25m,OTP,BCN,2026-05-01T21:59:17+0300,afternoon,evening,monday,monday
Austrian,OS696 / OS405,Bucharest Henri Coandă International Airport,Romania,2026-06-15T15:55,1,2026-06-15T19:50,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,250,45,4h 00m,OTP,BCN,2026-05-01T21:59:17+0300,afternoon,evening,monday,monday
