airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week,duration_minutes,route,country_pair,is_nonstop
Air Serbia,JU175 / JU106,Václav Havel Airport Prague,Czech Republic,2026-05-28 20:35:00,1,2026-05-29 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,160,27,3h 25m,PRG,OTP,2026-05-02 01:05:00+03:00,evening,night,thursday,friday,205,PRG -> OTP,Czech Republic -> Romania,False
SWISS,LX1489 / LX1886,Václav Havel Airport Prague,Czech Republic,2026-05-28 19:30:00,1,2026-05-29 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,201,27,3h 40m,PRG,OTP,2026-05-02 01:05:00+03:00,evening,night,thursday,friday,220,PRG -> OTP,Czech Republic -> Romania,False
LOT,LO530 / LO641,Václav Havel Airport Prague,Czech Republic,2026-05-28 07:10:00,1,2026-05-28 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,231,27,3h 00m,PRG,OTP,2026-05-02 01:05:00+03:00,morning,afternoon,thursday,thursday,180,PRG -> OTP,Czech Republic -> Romania,False
LOT,LO526 / LO643,Václav Havel Airport Prague,Czech Republic,2026-05-28 19:40:00,1,2026-05-29 01:50:00,Bucharest Henri Coandă International Airport,Romania,economy,274,27,3h 00m,PRG,OTP,2026-05-02 01:05:00+03:00,evening,night,thursday,friday,180,PRG -> OTP,Czech Republic -> Romania,False
Austrian,OS650 / OS693,Václav Havel Airport Prague,Czech Republic,2026-05-28 07:30:00,1,2026-05-28 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,336,27,2h 25m,PRG,OTP,2026-05-02 01:05:00+03:00,morning,afternoon,thursday,thursday,145,PRG -> OTP,Czech Republic -> Romania,False
Austrian,OS698 / OS703,Bucharest Henri Coandă International Airport,Romania,2026-06-08 18:55:00,1,2026-06-09 15:20:00,Iași Airport,Romania,economy,282,38,3h 10m,OTP,IAS,2026-05-02 01:05:09+03:00,evening,afternoon,monday,tuesday,190,OTP -> IAS,Romania -> Romania,False
Air Serbia,JU107 / JU242,Bucharest Henri Coandă International Airport,Romania,2026-05-28 04:30:00,1,2026-05-28 19:45:00,Paris Charles de Gaulle Airport,France,economy,139,27,4h 10m,OTP,CDG,2026-05-02 01:05:20+03:00,night,evening,thursday,thursday,250,OTP -> CDG,Romania -> France,False
Air Serbia,JU107 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-05-28 04:30:00,1,2026-05-28 09:15:00,Paris Charles de Gaulle Airport,France,economy,163,27,4h 10m,OTP,CDG,2026-05-02 01:05:20+03:00,night,morning,thursday,thursday,250,OTP -> CDG,Romania -> France,False
LOT,LO640 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-05-28 08:20:00,1,2026-05-28 22:45:00,Paris Charles de Gaulle Airport,France,economy,163,27,4h 20m,OTP,CDG,2026-05-02 01:05:20+03:00,morning,night,thursday,thursday,260,OTP -> CDG,Romania -> France,False
LOT,LO646 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-05-28 18:30:00,1,2026-05-28 22:45:00,Paris Charles de Gaulle Airport,France,economy,186,27,4h 20m,OTP,CDG,2026-05-02 01:05:20+03:00,evening,night,thursday,thursday,260,OTP -> CDG,Romania -> France,False
KLM,KL1374 / KL1411,Bucharest Henri Coandă International Airport,Romania,2026-05-28 14:00:00,1,2026-05-28 19:05:00,Paris Charles de Gaulle Airport,France,economy,210,27,4h 10m,OTP,CDG,2026-05-02 01:05:20+03:00,afternoon,evening,thursday,thursday,250,OTP -> CDG,Romania -> France,False
LOT,LO642 / LO335,Bucharest Henri Coandă International Airport,Romania,2026-05-28 14:35:00,1,2026-05-28 18:50:00,Paris Charles de Gaulle Airport,France,economy,244,27,4h 20m,OTP,CDG,2026-05-02 01:05:20+03:00,afternoon,evening,thursday,thursday,260,OTP -> CDG,Romania -> France,False
TAROM,RO381,Bucharest Henri Coandă International Airport,Romania,2026-05-28 08:40:00,0,2026-05-28 11:00:00,Paris Charles de Gaulle Airport,France,economy,269,27,3h 20m,OTP,CDG,2026-05-02 01:05:20+03:00,morning,morning,thursday,thursday,200,OTP -> CDG,Romania -> France,True
Lufthansa,LH1419 / LH1040,Bucharest Henri Coandă International Airport,Romania,2026-05-28 13:45:00,1,2026-05-28 17:55:00,Paris Charles de Gaulle Airport,France,economy,279,27,3h 50m,OTP,CDG,2026-05-02 01:05:20+03:00,afternoon,evening,thursday,thursday,230,OTP -> CDG,Romania -> France,False
Air France,AF1089,Bucharest Henri Coandă International Airport,Romania,2026-05-28 06:00:00,0,2026-05-28 08:20:00,Paris Charles de Gaulle Airport,France,economy,327,27,3h 20m,OTP,CDG,2026-05-02 01:05:20+03:00,morning,morning,thursday,thursday,200,OTP -> CDG,Romania -> France,True
Austrian,OS696 / OS367,Bucharest Henri Coandă International Airport,Romania,2026-05-28 15:55:00,1,2026-05-28 19:20:00,Paris Charles de Gaulle Airport,France,economy,461,27,3h 40m,OTP,CDG,2026-05-02 01:05:20+03:00,afternoon,evening,thursday,thursday,220,OTP -> CDG,Romania -> France,False
Air Serbia,JU107 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-06-11 04:30:00,1,2026-06-11 09:15:00,Paris Charles de Gaulle Airport,France,economy,139,41,4h 10m,OTP,CDG,2026-05-02 01:05:22+03:00,night,morning,thursday,thursday,250,OTP -> CDG,Romania -> France,False
Aegean,A3961 / A3614,Bucharest Henri Coandă International Airport,Romania,2026-06-11 09:55:00,1,2026-06-11 20:25:00,Paris Charles de Gaulle Airport,France,economy,149,41,5h 05m,OTP,CDG,2026-05-02 01:05:22+03:00,morning,evening,thursday,thursday,305,OTP -> CDG,Romania -> France,False
LOT,LO646 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-06-11 18:30:00,1,2026-06-11 22:45:00,Paris Charles de Gaulle Airport,France,economy,151,41,4h 20m,OTP,CDG,2026-05-02 01:05:22+03:00,evening,night,thursday,thursday,260,OTP -> CDG,Romania -> France,False
LOT,LO644 / LO331,Bucharest Henri Coandă International Airport,Romania,2026-06-11 05:35:00,1,2026-06-11 09:50:00,Paris Charles de Gaulle Airport,France,economy,186,41,4h 15m,OTP,CDG,2026-05-02 01:05:22+03:00,morning,morning,thursday,thursday,255,OTP -> CDG,Romania -> France,False
Air France,AF1089,Bucharest Henri Coandă International Airport,Romania,2026-06-11 06:00:00,0,2026-06-11 08:20:00,Paris Charles de Gaulle Airport,France,economy,273,41,3h 20m,OTP,CDG,2026-05-02 01:05:22+03:00,morning,morning,thursday,thursday,200,OTP -> CDG,Romania -> France,True
Austrian,OS698 / OS369,Bucharest Henri Coandă International Airport,Romania,2026-06-11 18:55:00,1,2026-06-11 22:25:00,Paris Charles de Gaulle Airport,France,economy,275,41,3h 40m,OTP,CDG,2026-05-02 01:05:22+03:00,evening,night,thursday,thursday,220,OTP -> CDG,Romania -> France,False
Smartwings,QS1011 / QS1056,Bucharest Henri Coandă International Airport,Romania,2026-05-03 15:45:00,1,2026-05-04 13:05:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,242,2,5h 10m,OTP,MAD,2026-05-02 01:05:29+03:00,afternoon,afternoon,sunday,monday,310,OTP -> MAD,Romania -> Spain,False
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-05-03 18:10:00,1,2026-05-03 23:25:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,440,2,5h 25m,OTP,MAD,2026-05-02 01:05:29+03:00,evening,night,sunday,sunday,325,OTP -> MAD,Romania -> Spain,False
Lufthansa,LH1651 / LH1804,Bucharest Henri Coandă International Airport,Romania,2026-05-03 12:45:00,1,2026-05-03 17:40:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,664,2,4h 55m,OTP,MAD,2026-05-02 01:05:29+03:00,afternoon,evening,sunday,sunday,295,OTP -> MAD,Romania -> Spain,False
Lufthansa,LH1419 / LH1120,Bucharest Henri Coandă International Airport,Romania,2026-05-03 14:05:00,1,2026-05-03 19:50:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,674,2,5h 15m,OTP,MAD,2026-05-02 01:05:29+03:00,afternoon,evening,sunday,sunday,315,OTP -> MAD,Romania -> Spain,False
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-06-05 05:30:00,1,2026-06-05 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,145,35,3h 50m,SOF,OTP,2026-05-02 01:05:31+03:00,morning,afternoon,friday,friday,230,SOF -> OTP,Bulgaria -> Romania,False
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-06-05 12:25:00,1,2026-06-05 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,171,35,3h 10m,SOF,OTP,2026-05-02 01:05:31+03:00,afternoon,evening,friday,friday,190,SOF -> OTP,Bulgaria -> Romania,False
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-06-05 09:35:00,1,2026-06-05 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,225,35,2h 45m,SOF,OTP,2026-05-02 01:05:31+03:00,morning,afternoon,friday,friday,165,SOF -> OTP,Bulgaria -> Romania,False
TAROM,RO404 / RO707,Leonardo da Vinci International Airport,Italy,2026-06-05 12:50:00,1,2026-06-06 19:30:00,Iași Airport,Romania,economy,207,35,4h 10m,FCO,IAS,2026-05-02 01:05:33+03:00,afternoon,evening,friday,saturday,250,FCO -> IAS,Italy -> Romania,False
Austrian,OS558 / OS703,Leonardo da Vinci International Airport,Italy,2026-06-05 21:30:00,1,2026-06-06 15:20:00,Iași Airport,Romania,economy,247,35,3h 05m,FCO,IAS,2026-05-02 01:05:33+03:00,night,afternoon,friday,saturday,185,FCO -> IAS,Italy -> Romania,False
LOT,LO380 / LO639,Frankfurt Airport,Germany,2026-06-28 20:00:00,1,2026-06-29 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,184,58,3h 35m,FRA,OTP,2026-05-02 01:05:42+03:00,evening,night,sunday,monday,215,FRA -> OTP,Germany -> Romania,False
Air Serbia,JU353 / JU106,Frankfurt Airport,Germany,2026-06-28 20:20:00,1,2026-06-29 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,226,58,3h 25m,FRA,OTP,2026-05-02 01:05:42+03:00,evening,night,sunday,monday,205,FRA -> OTP,Germany -> Romania,False
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-06-28 10:40:00,1,2026-06-28 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,248,58,3h 45m,FRA,OTP,2026-05-02 01:05:42+03:00,morning,evening,sunday,sunday,225,FRA -> OTP,Germany -> Romania,False
Austrian,OS218 / OS693,Frankfurt Airport,Germany,2026-06-28 06:40:00,1,2026-06-28 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,270,58,3h 00m,FRA,OTP,2026-05-02 01:05:42+03:00,morning,afternoon,sunday,sunday,180,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-06-28 20:10:00,0,2026-06-28 23:30:00,Bucharest Henri Coandă International Airport,Romania,economy,328,58,2h 20m,FRA,OTP,2026-05-02 01:05:42+03:00,evening,night,sunday,sunday,140,FRA -> OTP,Germany -> Romania,True
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-06-28 13:40:00,1,2026-06-28 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,391,58,3h 00m,FRA,OTP,2026-05-02 01:05:42+03:00,afternoon,evening,sunday,sunday,180,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-06-28 13:10:00,0,2026-06-28 16:30:00,Bucharest Henri Coandă International Airport,Romania,economy,398,58,2h 20m,FRA,OTP,2026-05-02 01:05:42+03:00,afternoon,afternoon,sunday,sunday,140,FRA -> OTP,Germany -> Romania,True
LOT,LO644 / LO523,Bucharest Henri Coandă International Airport,Romania,2026-05-30 05:35:00,1,2026-05-30 09:15:00,Václav Havel Airport Prague,Czech Republic,economy,162,29,3h 00m,OTP,PRG,2026-05-02 01:05:44+03:00,morning,morning,saturday,saturday,180,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO642 / LO521,Bucharest Henri Coandă International Airport,Romania,2026-05-30 14:35:00,1,2026-05-30 17:20:00,Václav Havel Airport Prague,Czech Republic,economy,162,29,3h 05m,OTP,PRG,2026-05-02 01:05:44+03:00,afternoon,evening,saturday,saturday,185,OTP -> PRG,Romania -> Czech Republic,False
KLM,KL1374 / KL1359,Bucharest Henri Coandă International Airport,Romania,2026-05-30 14:00:00,1,2026-05-30 19:50:00,Václav Havel Airport Prague,Czech Republic,economy,164,29,4h 25m,OTP,PRG,2026-05-02 01:05:44+03:00,afternoon,evening,saturday,saturday,265,OTP -> PRG,Romania -> Czech Republic,False
SWISS,LX1887 / LX1486,Bucharest Henri Coandă International Airport,Romania,2026-05-30 06:20:00,1,2026-05-30 13:55:00,Václav Havel Airport Prague,Czech Republic,economy,178,29,3h 55m,OTP,PRG,2026-05-02 01:05:44+03:00,morning,afternoon,saturday,saturday,235,OTP -> PRG,Romania -> Czech Republic,False
Austrian,OS694 / OS645,Bucharest Henri Coandă International Airport,Romania,2026-05-30 13:15:00,1,2026-05-30 16:10:00,Václav Havel Airport Prague,Czech Republic,economy,178,29,2h 30m,OTP,PRG,2026-05-02 01:05:44+03:00,afternoon,afternoon,saturday,saturday,150,OTP -> PRG,Romania -> Czech Republic,False
Lufthansa,LH1419 / LH1400,Bucharest Henri Coandă International Airport,Romania,2026-05-30 13:55:00,1,2026-05-30 17:50:00,Václav Havel Airport Prague,Czech Republic,economy,471,29,3h 35m,OTP,PRG,2026-05-02 01:05:44+03:00,afternoon,evening,saturday,saturday,215,OTP -> PRG,Romania -> Czech Republic,False
Austrian,OS518 / OS703,Bologna Guglielmo Marconi Airport,Italy,2026-06-22 19:10:00,1,2026-06-23 15:20:00,Iași Airport,Romania,economy,408,52,2h 45m,BLQ,IAS,2026-05-02 01:05:58+03:00,evening,afternoon,monday,tuesday,165,BLQ -> IAS,Italy -> Romania,False
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-06-22 04:30:00,1,2026-06-22 18:00:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,137,52,5h 05m,OTP,MAD,2026-05-02 01:06:02+03:00,night,evening,monday,monday,305,OTP -> MAD,Romania -> Spain,False
LOT,LO644 / LO433,Bucharest Henri Coandă International Airport,Romania,2026-06-22 05:35:00,1,2026-06-22 14:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,196,52,5h 40m,OTP,MAD,2026-05-02 01:06:02+03:00,morning,afternoon,monday,monday,340,OTP -> MAD,Romania -> Spain,False
LOT,LO642 / LO431,Bucharest Henri Coandă International Airport,Romania,2026-06-22 14:35:00,1,2026-06-22 23:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,196,52,5h 45m,OTP,MAD,2026-05-02 01:06:02+03:00,afternoon,night,monday,monday,345,OTP -> MAD,Romania -> Spain,False
Turkish Airlines,TK1040 / TK1359,Bucharest Henri Coandă International Airport,Romania,2026-06-22 15:55:00,1,2026-06-22 22:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,52,6h 10m,OTP,MAD,2026-05-02 01:06:02+03:00,afternoon,night,monday,monday,370,OTP -> MAD,Romania -> Spain,False
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-06-22 14:00:00,1,2026-06-22 19:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,310,52,5h 30m,OTP,MAD,2026-05-02 01:06:02+03:00,afternoon,evening,monday,monday,330,OTP -> MAD,Romania -> Spain,False
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-06-22 18:10:00,1,2026-06-22 23:25:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,310,52,5h 25m,OTP,MAD,2026-05-02 01:06:02+03:00,evening,night,monday,monday,325,OTP -> MAD,Romania -> Spain,False
Lufthansa,LH1655 / LH1800,Bucharest Henri Coandă International Airport,Romania,2026-06-22 06:15:00,1,2026-06-22 11:05:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,387,52,4h 55m,OTP,MAD,2026-05-02 01:06:02+03:00,morning,morning,monday,monday,295,OTP -> MAD,Romania -> Spain,False
Lufthansa,LH1651 / LH1804,Bucharest Henri Coandă International Airport,Romania,2026-06-22 12:45:00,1,2026-06-22 17:40:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,387,52,4h 55m,OTP,MAD,2026-05-02 01:06:02+03:00,afternoon,evening,monday,monday,295,OTP -> MAD,Romania -> Spain,False
TAROM,RO415,Bucharest Henri Coandă International Airport,Romania,2026-06-22 09:35:00,0,2026-06-22 12:40:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,600,52,4h 05m,OTP,MAD,2026-05-02 01:06:02+03:00,morning,afternoon,monday,monday,245,OTP -> MAD,Romania -> Spain,True
TAROM,RO618,Maramures International Airport,Romania,2026-06-09 18:35:00,0,2026-06-09 19:55:00,Bucharest Henri Coandă International Airport,Romania,economy,60,39,1h 20m,BAY,OTP,2026-05-02 01:06:07+03:00,evening,evening,tuesday,tuesday,80,BAY -> OTP,Romania -> Romania,True
Turkish Airlines,TK1046 / TK1347,Bucharest Henri Coandă International Airport,Romania,2026-05-11 21:35:00,1,2026-05-12 20:15:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,215,10,3h 05m,OTP,CLJ,2026-05-02 01:06:08+03:00,night,evening,monday,tuesday,185,OTP -> CLJ,Romania -> Romania,False
Lufthansa,LH1651 / LH1670,Bucharest Henri Coandă International Airport,Romania,2026-05-11 12:45:00,1,2026-05-11 17:25:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,917,10,3h 50m,OTP,CLJ,2026-05-02 01:06:08+03:00,afternoon,evening,monday,monday,230,OTP -> CLJ,Romania -> Romania,False
Smartwings,QS1011 / QS1008,Bucharest Henri Coandă International Airport,Romania,2026-05-14 15:45:00,1,2026-05-15 13:15:00,Leonardo da Vinci International Airport,Italy,economy,219,13,3h 55m,OTP,FCO,2026-05-02 01:06:09+03:00,afternoon,afternoon,thursday,friday,235,OTP -> FCO,Romania -> Italy,False
Turkish Airlines,TK1042 / TK1863,Bucharest Henri Coandă International Airport,Romania,2026-05-14 12:55:00,1,2026-05-14 18:25:00,Leonardo da Vinci International Airport,Italy,economy,287,13,4h 10m,OTP,FCO,2026-05-02 01:06:09+03:00,afternoon,evening,thursday,thursday,250,OTP -> FCO,Romania -> Italy,False
LOT,LO644 / LO301,Bucharest Henri Coandă International Airport,Romania,2026-05-14 05:35:00,1,2026-05-14 09:45:00,Leonardo da Vinci International Airport,Italy,economy,323,13,4h 10m,OTP,FCO,2026-05-02 01:06:09+03:00,morning,morning,thursday,thursday,250,OTP -> FCO,Romania -> Italy,False
Air France,AF1889 / AF1404,Bucharest Henri Coandă International Airport,Romania,2026-05-14 13:40:00,1,2026-05-14 19:05:00,Leonardo da Vinci International Airport,Italy,economy,386,13,5h 15m,OTP,FCO,2026-05-02 01:06:09+03:00,afternoon,evening,thursday,thursday,315,OTP -> FCO,Romania -> Italy,False
Austrian,OS692 / OS553,Bucharest Henri Coandă International Airport,Romania,2026-05-14 09:50:00,1,2026-05-14 14:00:00,Leonardo da Vinci International Airport,Italy,economy,411,13,3h 15m,OTP,FCO,2026-05-02 01:06:09+03:00,morning,afternoon,thursday,thursday,195,OTP -> FCO,Romania -> Italy,False
Turkish Airlines,TK1044 / TK1865,Bucharest Henri Coandă International Airport,Romania,2026-05-14 09:30:00,1,2026-05-14 14:10:00,Leonardo da Vinci International Airport,Italy,economy,492,13,4h 15m,OTP,FCO,2026-05-02 01:06:09+03:00,morning,afternoon,thursday,thursday,255,OTP -> FCO,Romania -> Italy,False
Austrian,OS694 / OS555,Bucharest Henri Coandă International Airport,Romania,2026-05-14 13:15:00,1,2026-05-14 16:55:00,Leonardo da Vinci International Airport,Italy,economy,533,13,3h 15m,OTP,FCO,2026-05-02 01:06:09+03:00,afternoon,afternoon,thursday,thursday,195,OTP -> FCO,Romania -> Italy,False
Air Serbia,JU573 / JU102,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-11 18:45:00,1,2026-05-12 15:35:00,Bucharest Henri Coandă International Airport,Romania,economy,200,10,4h 35m,MAD,OTP,2026-05-02 01:06:12+03:00,evening,afternoon,monday,tuesday,275,MAD -> OTP,Spain -> Romania,False
LOT,LO434 / LO639,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-11 15:35:00,1,2026-05-11 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,266,10,5h 20m,MAD,OTP,2026-05-02 01:06:12+03:00,afternoon,night,monday,monday,320,MAD -> OTP,Spain -> Romania,False
Lufthansa,LH1671 / LH1654,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-28 18:10:00,1,2026-05-29 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,171,27,3h 50m,CLJ,OTP,2026-05-02 01:06:31+03:00,evening,night,thursday,friday,230,CLJ -> OTP,Romania -> Romania,False
Turkish Airlines,TK1048 / TK1039,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-28 09:55:00,1,2026-05-28 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,363,27,3h 05m,CLJ,OTP,2026-05-02 01:06:31+03:00,morning,afternoon,thursday,thursday,185,CLJ -> OTP,Romania -> Romania,False
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-05-18 16:00:00,0,2026-05-18 17:25:00,Maramures International Airport,Romania,economy,88,17,1h 25m,OTP,BAY,2026-05-02 01:06:31+03:00,afternoon,evening,monday,monday,85,OTP -> BAY,Romania -> Romania,True
LOT,LO434 / LO639,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-20 15:35:00,1,2026-06-20 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,161,50,5h 20m,MAD,OTP,2026-05-02 01:06:36+03:00,afternoon,night,saturday,saturday,320,MAD -> OTP,Spain -> Romania,False
Aegean,A3703 / A3960,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-20 01:20:00,1,2026-06-20 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,278,50,4h 55m,MAD,OTP,2026-05-02 01:06:36+03:00,night,morning,saturday,saturday,295,MAD -> OTP,Spain -> Romania,False
