airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week,duration_minutes,route,country_pair,is_nonstop
Lufthansa,LH1653 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-04 19:20:00,1,2026-05-05 13:40:00,Oradea International Airport,Romania,economy,306,3,3h 35m,OTP,OMR,2026-05-02 01:11:40+03:00,evening,afternoon,monday,tuesday,215,OTP -> OMR,Romania -> Romania,False
Air Serbia,JU243 / JU106,Paris Charles de Gaulle Airport,France,2026-06-11 20:35:00,1,2026-06-12 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,134,41,3h 50m,CDG,OTP,2026-05-02 01:11:47+03:00,evening,night,thursday,friday,230,CDG -> OTP,France -> Romania,False
LOT,LO334 / LO641,Paris Charles de Gaulle Airport,France,2026-06-11 07:05:00,1,2026-06-11 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,152,41,4h 10m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,afternoon,thursday,thursday,250,CDG -> OTP,France -> Romania,False
LOT,LO332 / LO645,Paris Charles de Gaulle Airport,France,2026-06-11 10:45:00,1,2026-06-11 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,164,41,4h 20m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,evening,thursday,thursday,260,CDG -> OTP,France -> Romania,False
LOT,LO336 / LO643,Paris Charles de Gaulle Airport,France,2026-06-11 19:45:00,1,2026-06-12 01:50:00,Bucharest Henri Coandă International Airport,Romania,economy,164,41,4h 05m,CDG,OTP,2026-05-02 01:11:47+03:00,evening,night,thursday,friday,245,CDG -> OTP,France -> Romania,False
Aegean,A3611 / A3962,Paris Charles de Gaulle Airport,France,2026-06-11 11:05:00,1,2026-06-11 19:45:00,Bucharest Henri Coandă International Airport,Romania,economy,170,41,4h 45m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,evening,thursday,thursday,285,CDG -> OTP,France -> Romania,False
SWISS,LX633 / LX1888,Paris Charles de Gaulle Airport,France,2026-06-11 09:45:00,1,2026-06-11 15:20:00,Bucharest Henri Coandă International Airport,Romania,economy,198,41,3h 40m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,afternoon,thursday,thursday,220,CDG -> OTP,France -> Romania,False
Austrian,OS370 / OS693,Paris Charles de Gaulle Airport,France,2026-06-11 07:05:00,1,2026-06-11 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,199,41,3h 30m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,afternoon,thursday,thursday,210,CDG -> OTP,France -> Romania,False
Air France,AF1888,Paris Charles de Gaulle Airport,France,2026-06-11 08:50:00,0,2026-06-11 12:45:00,Bucharest Henri Coandă International Airport,Romania,economy,225,41,2h 55m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,afternoon,thursday,thursday,175,CDG -> OTP,France -> Romania,True
TAROM,RO382,Paris Charles de Gaulle Airport,France,2026-06-11 12:00:00,0,2026-06-11 15:50:00,Bucharest Henri Coandă International Airport,Romania,economy,270,41,2h 50m,CDG,OTP,2026-05-02 01:11:47+03:00,afternoon,afternoon,thursday,thursday,170,CDG -> OTP,France -> Romania,True
Austrian,OS362 / OS695,Paris Charles de Gaulle Airport,France,2026-06-11 09:55:00,1,2026-06-11 15:10:00,Bucharest Henri Coandă International Airport,Romania,economy,335,41,3h 30m,CDG,OTP,2026-05-02 01:11:47+03:00,morning,afternoon,thursday,thursday,210,CDG -> OTP,France -> Romania,False
Smartwings,QS1057 / QS1010,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04 13:55:00,1,2026-05-05 15:00:00,Bucharest Henri Coandă International Airport,Romania,economy,289,3,4h 55m,MAD,OTP,2026-05-02 01:11:51+03:00,afternoon,afternoon,monday,tuesday,295,MAD -> OTP,Spain -> Romania,False
Air France,AF1601 / AF1088,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04 16:40:00,1,2026-05-04 23:25:00,Bucharest Henri Coandă International Airport,Romania,economy,516,3,4h 55m,MAD,OTP,2026-05-02 01:11:51+03:00,afternoon,night,monday,monday,295,MAD -> OTP,Spain -> Romania,False
Air Serbia,JU573 / JU102,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04 18:45:00,1,2026-05-05 15:20:00,Bucharest Henri Coandă International Airport,Romania,economy,516,3,4h 20m,MAD,OTP,2026-05-02 01:11:51+03:00,evening,afternoon,monday,tuesday,260,MAD -> OTP,Spain -> Romania,False
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04 06:00:00,1,2026-05-04 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,634,3,5h 00m,MAD,OTP,2026-05-02 01:11:51+03:00,morning,afternoon,monday,monday,300,MAD -> OTP,Spain -> Romania,False
Austrian,OS528 / OS691,Milan Linate Airport,Italy,2026-05-10 20:00:00,1,2026-05-11 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,194,9,3h 00m,LIN,OTP,2026-05-02 01:11:57+03:00,evening,morning,sunday,monday,180,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH275 / LH1422,Milan Linate Airport,Italy,2026-05-10 15:20:00,1,2026-05-10 23:30:00,Bucharest Henri Coandă International Airport,Romania,economy,205,9,3h 40m,LIN,OTP,2026-05-02 01:11:57+03:00,afternoon,night,sunday,sunday,220,LIN -> OTP,Italy -> Romania,False
KLM,KL1612 / KL1375,Milan Linate Airport,Italy,2026-05-10 06:40:00,1,2026-05-10 17:20:00,Bucharest Henri Coandă International Airport,Romania,economy,213,9,4h 35m,LIN,OTP,2026-05-02 01:11:57+03:00,morning,evening,sunday,sunday,275,LIN -> OTP,Italy -> Romania,False
Air France,AF1733 / AF1888,Milan Linate Airport,Italy,2026-05-10 06:25:00,1,2026-05-10 12:45:00,Bucharest Henri Coandă International Airport,Romania,economy,215,9,4h 35m,LIN,OTP,2026-05-02 01:11:57+03:00,morning,afternoon,sunday,sunday,275,LIN -> OTP,Italy -> Romania,False
KLM,KL1612 / KL1373,Milan Linate Airport,Italy,2026-05-10 06:40:00,1,2026-05-10 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,248,9,4h 25m,LIN,OTP,2026-05-02 01:11:57+03:00,morning,afternoon,sunday,sunday,265,LIN -> OTP,Italy -> Romania,False
Air France,AF1013 / AF1088,Milan Linate Airport,Italy,2026-05-10 14:55:00,1,2026-05-10 23:25:00,Bucharest Henri Coandă International Airport,Romania,economy,285,9,4h 20m,LIN,OTP,2026-05-02 01:11:57+03:00,afternoon,night,sunday,sunday,260,LIN -> OTP,Italy -> Romania,False
KLM,KL1614 / KL1375,Milan Linate Airport,Italy,2026-05-10 11:00:00,1,2026-05-10 17:20:00,Bucharest Henri Coandă International Airport,Romania,economy,358,9,4h 35m,LIN,OTP,2026-05-02 01:11:57+03:00,morning,evening,sunday,sunday,275,LIN -> OTP,Italy -> Romania,False
Austrian,OS522 / OS695,Milan Linate Airport,Italy,2026-05-10 10:25:00,1,2026-05-10 15:10:00,Bucharest Henri Coandă International Airport,Romania,economy,748,9,3h 00m,LIN,OTP,2026-05-02 01:11:57+03:00,morning,afternoon,sunday,sunday,180,LIN -> OTP,Italy -> Romania,False
Austrian,OS780 / OS695,Sofia International Airport,Bulgaria,2026-05-15 08:00:00,1,2026-05-15 15:10:00,Bucharest Henri Coandă International Airport,Romania,economy,171,14,3h 10m,SOF,OTP,2026-05-02 01:11:59+03:00,morning,afternoon,friday,friday,190,SOF -> OTP,Bulgaria -> Romania,False
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-05-15 12:25:00,1,2026-05-15 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,171,14,3h 10m,SOF,OTP,2026-05-02 01:11:59+03:00,afternoon,evening,friday,friday,190,SOF -> OTP,Bulgaria -> Romania,False
Aegean,A3983 / A3960,Sofia International Airport,Bulgaria,2026-05-15 21:30:00,1,2026-05-16 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,206,14,2h 45m,SOF,OTP,2026-05-02 01:11:59+03:00,night,morning,friday,saturday,165,SOF -> OTP,Bulgaria -> Romania,False
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-05-15 09:35:00,1,2026-05-15 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,248,14,2h 45m,SOF,OTP,2026-05-02 01:11:59+03:00,morning,afternoon,friday,friday,165,SOF -> OTP,Bulgaria -> Romania,False
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-05-15 05:25:00,1,2026-05-15 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,279,14,3h 50m,SOF,OTP,2026-05-02 01:11:59+03:00,morning,afternoon,friday,friday,230,SOF -> OTP,Bulgaria -> Romania,False
Lufthansa,LH1703 / LH1652,Sofia International Airport,Bulgaria,2026-05-15 12:55:00,1,2026-05-15 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,460,14,4h 00m,SOF,OTP,2026-05-02 01:11:59+03:00,afternoon,evening,friday,friday,240,SOF -> OTP,Bulgaria -> Romania,False
Austrian,OS518 / OS703,Bologna Guglielmo Marconi Airport,Italy,2026-06-24 19:10:00,1,2026-06-25 15:20:00,Iași Airport,Romania,economy,353,54,2h 45m,BLQ,IAS,2026-05-02 01:12:12+03:00,evening,afternoon,wednesday,thursday,165,BLQ -> IAS,Italy -> Romania,False
Austrian,OS514 / OS705,Bologna Guglielmo Marconi Airport,Italy,2026-06-14 10:45:00,1,2026-06-15 01:20:00,Iași Airport,Romania,economy,151,44,2h 45m,BLQ,IAS,2026-05-02 01:12:15+03:00,morning,night,sunday,monday,165,BLQ -> IAS,Italy -> Romania,False
TAROM,RO618,Maramures International Airport,Romania,2026-05-29 17:50:00,0,2026-05-29 19:10:00,Bucharest Henri Coandă International Airport,Romania,economy,48,28,1h 20m,BAY,OTP,2026-05-02 01:12:16+03:00,evening,evening,friday,friday,80,BAY -> OTP,Romania -> Romania,True
Aegean,A3615 / A3960,Paris Charles de Gaulle Airport,France,2026-05-14 21:20:00,1,2026-05-15 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,200,13,4h 35m,CDG,OTP,2026-05-02 01:12:16+03:00,night,morning,thursday,friday,275,CDG -> OTP,France -> Romania,False
Air Serbia,JU243 / JU106,Paris Charles de Gaulle Airport,France,2026-05-14 20:35:00,1,2026-05-15 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,222,13,3h 50m,CDG,OTP,2026-05-02 01:12:16+03:00,evening,night,thursday,friday,230,CDG -> OTP,France -> Romania,False
LOT,LO334 / LO641,Paris Charles de Gaulle Airport,France,2026-05-14 07:05:00,1,2026-05-14 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,317,13,4h 10m,CDG,OTP,2026-05-02 01:12:16+03:00,morning,afternoon,thursday,thursday,250,CDG -> OTP,France -> Romania,False
LOT,LO332 / LO645,Paris Charles de Gaulle Airport,France,2026-05-14 10:45:00,1,2026-05-14 17:40:00,Bucharest Henri Coandă International Airport,Romania,economy,352,13,4h 20m,CDG,OTP,2026-05-02 01:12:16+03:00,morning,evening,thursday,thursday,260,CDG -> OTP,France -> Romania,False
Austrian,OS370 / OS693,Paris Charles de Gaulle Airport,France,2026-05-14 07:05:00,1,2026-05-14 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,428,13,3h 30m,CDG,OTP,2026-05-02 01:12:16+03:00,morning,afternoon,thursday,thursday,210,CDG -> OTP,France -> Romania,False
Air Serbia,JU241 / JU102,Paris Charles de Gaulle Airport,France,2026-05-14 10:00:00,1,2026-05-14 15:20:00,Bucharest Henri Coandă International Airport,Romania,economy,457,13,3h 35m,CDG,OTP,2026-05-02 01:12:16+03:00,morning,afternoon,thursday,thursday,215,CDG -> OTP,France -> Romania,False
TAROM,RO382,Paris Charles de Gaulle Airport,France,2026-05-14 12:00:00,0,2026-05-14 15:50:00,Bucharest Henri Coandă International Airport,Romania,economy,506,13,2h 50m,CDG,OTP,2026-05-02 01:12:16+03:00,afternoon,afternoon,thursday,thursday,170,CDG -> OTP,France -> Romania,True
Air France,AF1888,Paris Charles de Gaulle Airport,France,2026-05-14 08:50:00,0,2026-05-14 12:45:00,Bucharest Henri Coandă International Airport,Romania,economy,610,13,2h 55m,CDG,OTP,2026-05-02 01:12:16+03:00,morning,afternoon,thursday,thursday,175,CDG -> OTP,France -> Romania,True
